Name,Size,Type,Environment
Medusa (A5E),Medium,Monstrosity,"Caverns, Desert, Forest, Jungle, Mountains, Plane of Earth, Settlement, Tundra",6JPodMzkXH8ejkt,k0i51RqbsEC0,QweBYkA0O,H5aNvN,1KeWuDC
Medusa Queen (A5E),Medium,Monstrosity,"Caverns, Desert, Forest, Jungle, Mountains, Plane of Earth, Settlement, Tundra"
Meenlock,Small,Fey,"forest, swamp, urban"
Meerkat,T,Beast,grassland
"Meerkats, swarm",M,Swarm,grassland
"Megafauna, Megalania",Huge,Beast,"mountains, plains, forests"
"Megafauna, Moa",Large,Beast,"mountains, plains, forests"
Megaloceros,Huge,Beast,
Megantereon,M,Beast,grassland
Megapede,Large,Monstrosity,
Mei Jiao Shou,Gargantuan,Beast,
Merchant Captain,M,Humanoid,urban
Merclops (A5E),Huge,Giant,"Plane of Water, Water",9gezzDPF,JJ,qiF2ovP,SZMDHZbtUGVUQEX
Merclops Cyclops Variant (A5E),Huge,Giant,"aquatic, coastal"
Merfolk,Medium,Humanoid,aquatic
Merfolk (A5E),Medium,Humanoid,Water
Merfolk Hydromancer,Medium,Humanoid,"aquatic, coast"
Merfolk Knight (A5E),Medium,Humanoid,Water
"Merfolk, Amanbuti",Medium,Humanoid,"coastal, sea"
"Merfolk, Kataw",Medium,Fey,"coastal, sea"
"Merfolk, Magindara",Medium,Aswang,"sea, coastal"
"Merfolk, Mambubuno",Medium,Humanoid,"sea, coastal, caves",tG6e6A,A3q8w6Ma0HTPV
Merrow,Large,Monstrosity,aquatic
Merrow (A5E),Large,Monstrosity,"Swamp, Water"
Merrow Mage (A5E),Large,Monstrosity,"Swamp, Water"
Merrow Shallowpriest,Large,Monstrosity,
Metee-Kolen-Ol,Medium,Humanoid,
Mezzoloth,Medium,Fiend,"dungeon, planar",7dku4HI5zkEK7DTB5,Vz
Mi-Go,Medium,Plant,
"Mi-Go, Starcrown",Medium,Plant,,qa7eAr,N2Si38zFZAbhaSa6,qBmilYGGC9n8n,Y1fGf7KbPlcIkZrxxhCS,HKikdovQ4UdJc8VQ
Midnight Peddler,Medium,Fey,
Midnight sun,L,Aberration,arctic
Might Sliver,Large,Monstrosity,
Millitaur,Large,Monstrosity,forests
Mimic,Medium,Monstrosity,dungeon
Mimic (A5E),Medium,Monstrosity,"Caverns, Desert, Laboratory, Ruin"
"mimic, map",Tiny,Monstrosity,
mind drinker vampire,Medium,Undead,
Mind Flayer,Medium,Aberration,"dungeon, underground, urban"
Mind Flayer Arcanist,Medium,Aberration,"dungeon, underground, urban"
Mind Flayer Lich (Illithilich),Medium,Undead,underground
Mind Mage,Medium,Humanoid,
Mindrot Thrall,Medium,Plant,
Mindshard,S,Aberration,grassland
Mindwitness,Large,Aberration,underground
Mineral Ooze,Large,Ooze,
Minor Malleable,Medium,Aberration,
Minotaur,Large,Monstrosity,"cave, dungeon, ruins, underground"
Minotaur (A5E),Large,Monstrosity,"Abyss, Caverns, Plane of Earth"
Minotaur Champion (A5E),Huge,Monstrosity,"Abyss, Caverns, Plane of Earth"
Minotaur Skeleton,Large,Undead,"dungeon, underground, urban",qJDy2ykTn,qcT,ePeHrUODVNcsbnhuG
"Minotaur, Labryinth keeper",Large,Monstrosity,,CFAklR6qXIvMF3zYia
"Minotaur, Lost",Large,Undead,
"Minotaur, Priestess",Large,Monstrosity,
"Minotaur, ravening",L,Monstrosity,"desert, grassland, urban"
Minstrel (A5E),Medium,Humanoid,"Feywild, Forest, Settlement"
Mirage Monster (A5E),Huge,Monstrosity,"Caverns, Desert, Laboratory, Ruin"
Mirager,Medium,Fey,"badlands,desert"
Miraj Vizann,Medium,Humanoid,
Miremal,Small,Fey,marshes
Mirror Hag,Medium,Fey,
Mistress of Midnight Teeth,Small,Fey,
Mite,Small,Fey,underground
Mngwa,Medium,Aberration,"badlands,forests,plains"
Moderate Malleable,Large,Aberration,
Mold Zombie,Medium,Undead,
Molten Spider,Medium,Beast,"mountain, dungeon, planar"
Monarch Skeleton,Medium,Undead,
Mongrelfolk,Medium,Humanoid,
Monitor Lizard,Small,Beast,
Monk of the Scattered Sands,Medium,Humanoid,"desert, urban"
Monkey King,Medium,Celestial,
Monkey’s bane vine,L,Plant,forest
Monodrone,Medium,Construct,planar
Monolith Champion,Large,Construct,
Monolith Footman,Large,Construct,
Monstrous Crayfish,Large,Beast,aquatic
Moon Drake,Medium,Dragon,
Moon Nymph,Medium,Aberration,
Moon weaver,S,Beast,forest
Moon-Beast,Large,Aberration,
Moonchild Naga,Large,Monstrosity,
Moonkite,Large,Celestial,
Moonless hunter,M,Fey,"coastal, farmland",bUFkohzgaycg2w4,VPSQ3Kx,18Sf1u3vBRfI7izTV7B3,6FtLBQizryFGXSnb5OM,1XpqVwHgH0pbZOCJojt2,wgDLgI5BTHAGUoI,YGqxIAmM6xyEt
Moonlit King,Medium,Fey,
Moonweb,M,Aberration,planar
Moorbounder,Large,Beast,
Moppet,T,Construct,"farmland, urban",eZLSQIMAA3gyIFzx,BoKFmzZFNyaiNHwvP,xSQTTId4IVFx,h6ydgK1XrxWhTpycCAb,af8YIp5pdCIUqTS,tCPQVAFYuYZl12rdcX,xYMlMc,xo4bueVLr7DgJ9
Mordakhesh,Medium,Fiend,
Mordant Snare,Gargantuan,Aberration,"ruins,underground"
Morko,Small,Fey,
Morkoth,Medium,Aberration,"coast, aquatic"
Morphlit,Small,Aberration,
Morphoi,Medium,Plant,aquatic
Mortifera,L,Aberration,swamp
Mosasaur,Huge,Beast,
Moss Lurker,Small,Humanoid,"forests,marshes,ruins,underground"
Mountain Dryad,Huge,Fey,
Mountain Dwarf Defender (A5E),Medium,Humanoid,"Hills, Mountains"
Mountain Dwarf Lord (A5E),Medium,Humanoid,"Hills, Mountains"
Mountain Dwarf Soldier (A5E),Medium,Humanoid,"Caverns, Mountains"
Mountain giant,Gargatuan,Giant,
Mountain Kyeryong,Small,Monstrosity,mountains
Mountain Nymph,Medium,Fey,
Mountain Strider,Large,Monstrosity,
Mouse King,Small,Fey,
Mousedeer,Small,Beast,
Mouth of Grolantor,Huge,Giant,grassland
Mud Golem,Small,Construct,
Mud Mephit,Small,Elemental,"coast, dungeon, forest, planar, swamp, urban"
Mudmutt,L,Monstrosity,swamp
Mule,Medium,Beast,urban
Mule (A5E),Medium,Beast,"Grassland, Settlement"
Mulyong,Medium,Beast (Mul),aquatic
Mummy,Medium,Undead,"desert, dungeon"
Mummy (A5E),Medium,Undead,"Desert, Ruin, Shadowfell, Temple, Tomb"
Mummy Lord,Medium,Undead,"desert, dungeon"
Mummy Lord (A5E),Medium,Undead,"Desert, Ruin, Shadowfell, Temple, Tomb"
Mummy of the Deep,Medium,Undead,aquatic
"Mummy, peat",M,Undead,swamp,9ZQIFYOpZvjFj3l,rxHYxMQKGoGMltI,HlnBFlpnWuDsKZ11O5,q,oppRjsY9Z,A,I,vJRCs1,KsXo
"Mummy, Scroll",Medium,Undead,
"Mummy, Venomous",Medium,Undead,"desert,ruins,underground"
Muraenid,L,Monstrosity,underwater
Murder Crow,Medium,Undead,
Murgrik,Large,Aberration,
Murmuring Worm (A5E),Huge,Aberration,"Astral Plane, Caverns, Laboratory, Sewer"
Musang,Tiny,Beast,
Musk deer,T,Beast,"arctic, forest"
"Musk deer, swarm",M,Swarm,"arctic, forest"
Mustard Jelly,Large,Ooze,swamp
Mustbairn Halfling Druid (A5E),Small,Humanoid,"Desert, Forest, Grassland, Hills, Jungle, Mountains, Swamp, Tundra"
"Mycolid, Deathcap",Medium,Plant,"forests,ruins,underground",AYvWTZjpYZc6Ac4Joz0m,zHicN,v,b2DxyoSkWvpaFJD,rFufh8Q,886mcxy,MOha05
Myconid Adult,Medium,Plant,underground
Myconid Sovereign,Large,Plant,underground
Myconid Sprout,Small,Plant,underground
Mydnari,Medium,Humanoid,
Myling,Small,Undead,
Myr,Small,Construct,
Myr Battlesphere,Huge,Construct,
Myrmex,M,Elemental,"planar, underground"
Myrmex speaker,L,Elemental,"planar, underground",PRN9hM7jXHABGGZv4xt,jy1bvgSuzSM2lpNDQ,iR1DHKL,IoSqOvtcnAZGIO8,r5AI,HwuFT2Bsj4WG,yo,6ampZsfocpYtpC1rLdm
"Myrmex, young",S,Elemental,"planar, underground",dGpkDzY,27L4EywUeDI,4LgD7lf8zTYTdCvniY,ztP1ih,ne8,mwDgf,DLCs,T
Mysterious Starcaller,Medium,Celestial,planar
Mystic,Medium,Humanoid,
Mystic Spellblade,Medium,Humanoid,"coast, forest, grassland, urban"
Mytholabe,Large,Construct,
Nachzehrer,Medium,Undead,
Naergoth Bladelord,Medium,Undead,dungeon
"Naga, Moonchild",Large,Monstrosity,
"Naga, Swamp",Large,Monstrosity,
Nagaji Monk,Medium,Humanoid,
Nagaji Warrior,Medium,Humanoid,coastal
Naiad (A5E),Medium,Fey,"Forest, Jungle"
Naina,Large,Dragon,
Naizu-Ha,Small,Fey,
Nalfeshnee,Large,Fiend,"dungeon, planar",edfFbP,n7mUu2OFPJ6z71qm,YpZhZnfo,Ynvist6Mxc9lCe,sVWCygSV1pPmd3H7gMw,uxsz,mMyDb3B
Nalfeshnee (A5E),Large,Fiend,Abyss
Nalusa Falaya,Medium,Aberration,
Nariphon,H,Plant,"badlands, grassland"
Narrak,Small,Humanoid,
Narshark,Large,Monstrosity,
Nautiloid,G,Elemental,"planar, underwater"
Necromancer,Medium,Humanoid,"coast, desert, forest, grassland, urban",L,cFwsFIlp,KCFHUu,b2jwI1jDk
Necrophage Ghast,Medium,Undead,
Necrotech bonecage constrictor,H,(undead),any
Necrotech reaver,H,Undead,any
Necrotech thunderer,H,Undead,any
"Necrotech, Bone Colossus",Gargantuan,Undead,
"Necrotech, Death Barque",Gargantuan,Undead,,lxXo4uIKMVJKqcmG5B,BrD0v
Necrotic Tick,Tiny,Beast,
Neogi,Small,Aberration,"grassland, underground",dHZVg69,XaokFx8rYdiqlIA7MnEU,5s4GGqbUJ0r0i2BU,TjUPlTufI4Po3,8qhzG4vwdI,taKFBtFWWPUKFVen,VFgJueWK
Neogi Hatchling,Tiny,Aberration,"grassland, underground"
Neogi Master,Medium,Aberration,"grassland, underground"
Neophron,Medium,Fiend,
Neothelid,Gargantuan,Aberration,underground
Nephirron Devil,Huge,Fiend,
Nephys,Medium,Humanoid,
Nereid,Medium,Fey,
Nergalid (Devil Toad),Large,Fiend,
Neronvain,Medium,Humanoid,
Nessk Champion,Large,Monstrosity,
Nessk Charmer,Medium,Monstrosity,
Ngobou,Large,Beast,plains
Nharyth,Huge,Aberration,
Nian,Large,Monstrosity,"coastal, mountains",icdEmYBtdQmVC
nichny,Medium,Fey,
"Nicnevin, Queen of Witches",Medium,Fey,,P,ZOhjnfUQhQjpL8EdJ6FA,GxO,3qm0lGz2GVc6Ct4HSWzB,O01T0E,7V,mHFe
Night Hag,Medium,Fiend,"planar, underground"
Night Hag (A5E),Medium,Fey,"Caverns, Feywild, Forest, Hell, Jungle, Ruin, Settlement, Shadowfell, Swamp"
Night Hag (coven),Medium,Fiend,"planar, underground"
Night Scorpion,Large,Beast,
Nightgarm,Large,Monstrosity,
nightgaunt,Large,Aberration,
"Nightgaunt, Khoori",Medium,Monstrosity,
Nightmare,Large,Fiend,"planar, swamp",BNAPd,nCyMTmBM0RZj6IlG31,wX8l5ujGCOB
Nightmare (A5E),Large,Fiend,"Abyss, Hell, Shadowfell"
nightveil specter,Medium,Undead,
Nihileth,Large,Undead,
Nihilethic Zombie,Medium,Undead,
Nilbog,Small,Humanoid,"grassland, underground"
Ningyo,Small,Aberration,
Ninja,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Niv-Mizzet,Gargantuan,Dragon,
Nivix Cyclops,Large,Giant,
Niya-atha raja,M,Fey,forest
Niya-atha sorcerer,M,Fey,forest
Niya-atha warrior,M,Fey,forest
Nkosi,Medium,Humanoid,plains
Nkosi Pridelord,Medium,Humanoid,plains
Nkosi War Ostrich,Large,Beast,
Noble,Medium,Humanoid,urban
Noble (A5E),Medium,Humanoid,"Grassland, Hills, Settlement"
noctiny,Medium,Humanoid,
Nodosaurus,Large,Beast,
Noth-Norren,Gargantuan,Elemental,
Nothic,Medium,Aberration,"dungeon, ruins, urban"
Noxious Savageclaw,Medium,Aberration,"cave, dungeon, underground"
Nullicorn,L,Aberration,badlands
Nycaloth,Large,Fiend,"dungeon, planar"
Nyctli,Tiny,Fey,
Nyctli Swarm,Large Swarm,Fey,
"Nymph, Mountain",Medium,Fey,
Oaken sentinel,H,Plant,forest
Oasis Keeper,Huge,Monstrosity,
Obeleric,M,Aberration,"hills, mountains"
Obsidian Drake,Huge,Dragon,"mountain, planar"
Obsidian Golem,Large,Construct,"dungeon, ruins, urban"
Obsidian ophidian,H,Elemental,mountains
obzedat ghost,Medium,Undead,
Ochre Jelly,Large,Ooze,dungeon
Ochre Jelly (A5E),Large,Ooze,"Caverns, Ruin, Sewer, Water",IfTQcldoajS7m
Octopus,Small,Beast,aquatic
Octopus (A5E),Tiny,Beast,Water
Oculo Swarm,Large Swarm,Aberration,"ruins,underground"
Offal walker,M,Undead,any
OgrÃ©moch,Huge,Elemental,
Ogre,Large,Giant,"dungeon, forest, mountain, swamp",3CCJktIS1KqaD,sXv91WMGfeVL,hN0IxfdTRuajcDtXEeis,OdRvt,m9mZgxa8FoKQ7w1ywk,Ud88u3U,mcM36ZRDi3N6r
Ogre (A5E),Large,Giant,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Swamp, Tundra"
"Ogre Chieftain, Corrupted",Large,Giant,"badlands,hills,ruins,underground"
Ogre Flesh Heap (A5E),Large,Undead,"Ruin, Shadowfell, Temple, Tomb"
Ogre Mage (A5E),Large,Giant,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Swamp, Tundra"
Ogre Shaman,Large,Giant,"dungeon, forest, mountain, swamp"
Ogre Warchief,Large,Giant,"dungeon, forest, mountain, swamp"
Ogre Zombie,Large,Undead,"dungeon, forest, mountain, swamp"
Ogre Zombie (A5E),Large,Undead,"Ruin, Shadowfell, Temple, Tomb"
"Ogre, alleybasher",L,Giant,urban
"Ogre, black sun",L,Giant,"mountains, underground",TDbevbJOAgFbPR,s9MmSukbEwkW,eZPzLrs,Z,JAX,V
"Ogre, cunning artisan",L,Giant,mountains
"Ogre, kadag",L,Giant,"badlands, mountains"
"Ogre, One-Horned",Large,Giant,
"Ogre, rainforest",L,Giant,forest
"Ogre, rockchewer",H,Giant,"badlands, hills, mountains"
"Ogre, void blessed",L,Giant,"badlands, farmland, urban"
Ogrekin (A5E),Medium,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Swamp, Tundra"
Ogrepede,Huge,Undead,
Old salt,M,Undead,"coastal, urban"
Olhydra,Huge,Elemental,
Oliphaunt,Gargantuan,Beast,
Olive Slime,Large,Plant,underground
Olive Slime Zombie,Medium,Plant,underground
One-Eyed Shiver,Medium,Humanoid,"aquatic, cave, coast, grassland, swamp, underground"
One-Headed Clockwork Dragon,Large,Construct,
One-Horned Ogre,Large,Giant,
Oni,Large,Giant,"dungeon, grassland, ruins, urban"
Oni Magus,Large,Giant (shapechanger),
"Oni, Bakeneko",Small,Fiend (shapechanger),
"Oni, Go-zu",Large,Giant (shapechanger),
"Oni, Yeren",Large,Giant (shapechanger),"forests, mountains"
Onyx Magistrate,Large,Construct,
Oozasis,Gargantuan,Ooze,"desert,marshes"
Ooze Master,Huge,Undead,
"Ooze, leavesrot",L,Ooze,forest
"Ooze, manure",M,Ooze,farmland
"Ooze, scintillating",L,Ooze,"farmland, underground, urban"
"Ooze, shoal",G,Ooze,underwater
"Ooze, sinkhole",G,Ooze,"grassland, hills, underground"
"Ooze, sinoper",M,Ooze,urban
"Ooze, snow",H,Ooze,arctic
Ophanim,Large,Celestial,
Ophidiotaur,Large,Monstrosity,
Ophinix,Large,Monstrosity,
Ophio Fungus,Huge,Plant,
Orang-Pendak,Small,Humanoid (Sasquatch),"mountains, forests",dgagoRj6Th3xeNVnJo,HIEYzwlUWHM8vVwZjS,V,HWm6Ej,pGddPc,ZUNIPcr6KcJ5iPBd,4KrkenTtjY4p7R8Xzmm,HV8iKQrmq3LLWPa
Orc,Medium,Humanoid,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban"
Orc Berserker,Medium,Humanoid,
Orc Blade of Ilneval,Medium,Humanoid,"forest, grassland, mountain, underground"
Orc Claw of Luthic,Medium,Humanoid,"mountain, underground"
Orc Eye of Gruumsh,Medium,Humanoid,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban"
Orc Hand of Gruumsh,Medium,Humanoid,
Orc Hand of Yurtrus,Medium,Humanoid,"forest, grassland, mountain, underground"
Orc Nurtured One of Yurtrus,Medium,Humanoid,"forest, grassland, mountain, underground",Xio7yj,RxuIJz0WuD1eY,qOlh713qIGQ8D5e3Qv,5zUiXo5hmj3,IKV6NkCrbUG5eg8kBd9,ou6IChu
Orc Red Fang of Shargaas,Medium,Humanoid,"forest, grassland, mountain, underground, urban"
Orc War Chief,Medium,Humanoid,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban"
"Orc, Black Sun",Medium,Humanoid,
"Orc, Black Sun Priestess",Medium,Humanoid,,0YwRc,SX,brydm03
"Orc, Gray",Medium,Humanoid,,KmbLZGKgolE0Yu,OIQrTBrJqKJyOBKAA,asc3H47Gy
"Orc, Green Abyss",Medium,Humanoid,
Orcish Wildling Minstrel (A5E),Medium,Humanoid,"Feywild, Forest, Settlement"
Orcus,Huge,Fiend,
Oreioth,Medium,Elemental,
Origami Warrior,Medium,Construct,
Ork Urk (A5E),Medium,Humanoid,"Caverns, Desert, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Swamp, Tundra"
Orniraptor,Small,Monstrosity,
Orobas Devil,Large,Fiend,
Orog,Medium,Humanoid,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban"
Orphan of the Black,Small,Fey,
Orthrus,Medium,Monstrosity,
Ortifex,Medium,Undead,
Orzhov giant,Large,Giant,
Ostinato,Medium,Aberration,"ruins,underground"
Oth,Large,Aberration,
Otterfolk,Small,Humanoid,
Otyugh,Large,Aberration,"cave, dungeon, ruins, swamp, underground",BmCLQRyXO8bPciqTu3CA,5mOkEU6RXpx,mdBIe8lzt,Do0KfMrWtCEU,gdMqJHgulcTsUmVQfNGn
Otyugh (A5E),Large,Aberration,"Caverns, Laboratory, Ruin, Sewer, Swamp"
Ouroban,Medium,Humanoid,
Ouroboros,Huge,Dragon,
Overgrowth Ghoul,Medium,Undead,"forest, swamp"
Overshadow,Large,Undead,
Owl,Tiny,Beast,"forest, urban"
Owl (A5E),Tiny,Beast,Forest
Owl Harpy,Medium,Monstrosity,
Owlbear,Large,Monstrosity,"forest, mountain"
Owlbear (A5E),Large,Monstrosity,"Feywild, Forest, Hills, Jungle, Mountains"
Owlbear Matron,Large,Monstrosity,
Owlbear Recluse (A5E),Large,Monstrosity,"Feywild, Forest, Hills, Jungle, Mountains"
Pact Devil,Large,Fiend,
Pact Drake,Small,Dragon,
Pact Lich,Medium,Undead,
Painted phantasm,M,Construct,urban
Pal-Rai-Yuk,Huge,Monstrosity,
Pale Hand Reaver,Medium,Humanoid,
Pale Screamer,Medium,Aberration,
Pamahandi,Small,Fey,
Panther,Medium,Beast,forest
Panther (A5E),Medium,Beast,"Forest, Jungle"
Paper Drake,Small,Dragon,urban
Paper Golem,Tiny,Construct,
Paper Golem Swarm,Medium,Constructs,
Papinijuwari,Huge,Giant,
Parzz'val,Large,Aberration,
Parzz’val,Large,Aberration,
Pattern Dancer,Medium,Humanoid,
Peat Mammoth,Huge,Plant,
Pech,Small,Elemental,"planar, underground",e,gDGfdEe,xOr3qA,hFv01eIyotJtzRf8Ay,VFL
Pech Lithlord,Small,Elemental,
Pech Stonemaster,Small,Elemental,
"Pech, Lithlord",Small,Elemental,
"Pech, Stonemaster",Small,Elemental,
Pegasus,Large,Celestial,mountain
Pegasus (A5E),Large,Celestial,"Astral Plane, Feywild, Forest, Hills, Mountains"
Pelagic blush worm,G,Monstrosity,underwater
Peluda Drake,Large,Dragon,
Penanggalen,Medium,Undead,
Pentadrone,Large,Construct,planar
Percival de Rolo,Medium,Humanoid (human),
Peri,S,Elemental,mountains
Peryton,Large,Monstrosity,mountain
Peryton (A5E),Large,Monstrosity,"Forest, Hills, Mountains, Settlement"
Pescavitus,S,Celestial,underwater
Pestie,Small,Fey,underground
Pestilence swarm,Medium Swarm,Beast,
Phantom,Medium,Undead,
Phantom Warrior,Medium,Undead,
Pharblex Spattergoo,Medium,Humanoid,
Phase giant,Huge,Giant,
Phase Monster (A5E),Large,Monstrosity,"Grassland, Hills"
Phase Spider,Large,Monstrosity,"cave, coast, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground"
Phase Spider (A5E),Large,Monstrosity,"Astral Plane, Caverns, Ethereal Plane, Feywild, Grassland, Mountains, Ruin, Shadowfell"
Phelddagrif,Huge,Celestial,
Philosopher's Ghost,Medium,Ooze,
Phoenixborn,M,Humanoid,planar
Phoenixborn sorcerer,M,Humanoid,planar
Phoori Beastmaster,Medium,Humanoid,
Phoori Dark Shaman,Medium,Humanoid,
Phoori Death Adder,Medium,Humanoid,
Phycomid,Small,Plant,underground
Piasa,Large,Dragon,
Pidlewick II,Small,Construct,
Piercer,Medium,Monstrosity,"cave, underground"
Piercer (A5E),Small,Monstrosity,Caverns
Pike Trickfoot,Small,Humanoid (gnome),
Pillar of Lost Magocracy,Huge,Construct,
Pillar of the Lost Magocracy,Huge,Construct,
Pine Doom,Huge,Plant,
Pipefox,Tiny,Monstrosity,
Pirate (A5E),Medium,Humanoid,Water
Pirate Axe Thrower,Medium,Humanoid,
Pirate Captain (A5E),Medium,Humanoid,Water
Pirate Chain Swinger,Medium,Humanoid,
Pisacha,Medium,Fiend,
Pishacha,Medium,Fiend,
Pit Fiend,Large,Fiend,"dungeon, planar"
Pit Fiend (A5E),Large,Fiend,Hell
Pit Fiend General (A5E),Huge,Fiend,Hell
Pit Fiend General Pit Fiend Variant (A5E),Huge,Fiend (Devil),
Pixie,Tiny,Fey,"coast, forest, grassland, swamp"
Pixie (A5E),Tiny,Fey,"Feywild, Forest, Swamp"
Pixie’s Umbrella,Small,Plant,
Pixiu,Large,Monstrosity,
Plague Nomad,Medium,Humanoid,
Plague Spirit,Medium,Fey,
Plainscow,Large,Beast,
Planetar,Large,Celestial,planar
Planetar (A5E),Large,Celestial,"Astral Plane, Temple",MxWSUg5iGmQl5T59thD,tAnEDthnhtp5,ryV,I3RRD,NXe,FAazZDJJF2
Plaresh,Medium,Fiends,
Platinum Golem,Large,Construct,
Plauge Spirit,Medium,Fey,
Pleiosaurus (A5E),Large,Beast,"forests, plains, desert"
Plesiosaurus,Large,Beast,aquatic
Plesiosaurus (A5E),Large,Beast,"Plane of Water, Water"
Poisonous Fire Snake,Small,Fiend,planar
Poisonous Kamadan,Large,Monstrosity,
Poisonous Snake,Tiny,Beast,"desert, forest, grassland, swamp"
Poisonous Snake (A5E),Tiny,Beast,"Caverns, Desert, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Sewer, Swamp, Tomb, Water"
Polar Bear,Large,Beast,"arctic, cave"
Polar Bear (A5E),Large,Beast,Tundra
Polar Eidolon,Huge,Elemental,
Polong,Medium,Undead,
Poltergeist,Medium,Undead,"dungeon, ruins, urban"
Pombero,Medium,Fey,forests
Pony,Medium,Beast,grassland
Pony (A5E),Medium,Beast,"Mountains, Settlement",P4O1O,Tddn2,jv,YRy2grxhbU0
Porcellina,T,Beast,badlands
Possessed Pillar,Large,Construct,"desert,urban"
Precognitive Mage,Medium,Humanoid,
Preta,Medium,Undead,
Priest,Medium,Humanoid,urban
Priest (A5E),Medium,Humanoid,"Desert, Hills, Settlement, Temple"
Priest of Blight,Medium,Humanoid,
Primal Oozer,Medium,Aberration,
Primordial matriarch,G,Elemental,"mountains, planar"
Primordial surge,G,Elemental,any
Prince of the Pale Hand,Medium,Humanoid,
Prismatic Beetle Swarm,Medium,Beast,forests
Pseudodragon,Tiny,Dragon,urban
Pseudodragon (A5E),Tiny,Dragon,"Desert, Forest, Jungle, Mountains, Swamp"
Pseudodragon Familiar (A5E),Tiny,Dragon,"Desert, Forest, Jungle, Mountains, Swamp",WlvyNXreZHWCj9jf,I,tzEhmZl3VbE,9qFod5dwsF
Psoglav,Large,Fiend,
Psoglav Demon,Large,Fiend,
Psychic Vampire,Medium,Undead,
Pteranodon,Medium,Beast,mountain
Pteranodon (A5E),Large,Beast,"Grassland, Jungle, Mountains, Swamp"
Púca,L,Fey,"farmland, forest"
Puffinfolk,S,Humanoid,coastal
Pugilist (A5E),Medium,Humanoid,"Mountains, Settlement"
Pumpkin King,Huge,Fey,
Purple Slime,Large,Ooze,
Purple Worm,Gargantuan,Monstrosity,underground
Purple Worm (A5E),Gargantuan,Monstrosity,"Caverns, Mountains"
Purple Wormling,Large,Monstrosity,
Pustulent Shambler,Gargantuan,Ooze,
Pustuloid,Small,Fiend,
Putrescent slime,Medium,Ooze,
Putrid Haunt,Medium,Undead,marshes
Pyrefly,Tiny,Elemental,"forest, grassland"
Pyrite pile,L,Elemental,"mountains, underground",mOiY6,h6ztc,YgGnESfXl,IIqK0dwwgWejrH4K
Pyrohydra (A5E),Huge,Monstrosity,"Caverns, Plane of Water, Swamp, Water"
Pyrolisk,Small,Monstrosity,underground
Pyrrhic podthrower,S,Plant,forest
Qiqirn,Small,Monstrosity,
"Qiqirn, Tormented",Large,Fiend,
"Qorgeth, Demon Lord of the Devouring Worm",Gargantuan,Fiend,,vXDBziw,5LT0ONUbzl4HgQ1,w,kN31MaDMG8xpFbdl
Quadricorn,Large,Monstrosity,grassland
Quadrone,Medium,Construct,planar
Quagga,M,Monstrosity,"badlands, grassland"
Quaggoth,Medium,Humanoid,"dungeon, urban"
Quaggoth Spore Servant,Medium,Plant,underground
Quaggoth Thonot,Medium,Humanoid,"dungeon, urban",AmjZuyGV,XuZyZkMlz1xPtrA,V8eLq8qT0t9b88JA3
Quasit,Tiny,Fiend,"dungeon, planar"
Quasit (A5E),Tiny,Fiend,Abyss
Quasit Familiar (A5E),Tiny,Fiend,Abyss
Quasity Familiar Quasit Variant (A5E),Tiny,Fiend (Demon),
Queen of Birds,Large,Fey,
Queen of Cats,Large,Fey,
Queen Of Night And Magic,Medium,Fey,
Queen of Serpents,Medium,Fey,
Queen Of Witches,Large,Fey,
Quetzalcoatlus,Huge,Beast,"coast, grassland, mountain",CE9SRUPlyowGjy9dng,JvXdlENUWi4eJoW2gGJ
Quickling,Tiny,Fey,forest
quickserpent,Large,Beast,
Quickstep,Small,Fey,
Quickwood,Huge,Plant,"forest, mountain"
Quiet Soul,Medium,Undead,
Quipper,Tiny,Beast,aquatic
Quipper (A5E),Tiny,Beast,"Sewer, Water"
Qumdaq,S,Elemental,"badlands, desert"
Quoreq,Medium,Aberration,
Quyrua,Large,Monstrosity,"rivers, coastal"
Qwyllion,Medium,Aberration,
Radiant Idol,Large,Celestial,
Radiant Spark Swarm,Medium Swarm,Elemental,
Radiant Stalker,Large,Construct,"dungeon, ruins, urban",cVHQC7TU,FUG2
Rafflesian,S,Plant,"farmland, forest"
Rageipede,Small,Beast,
Rahadin,Medium,Humanoid,
Rak Tulkhesh,Huge,Fiend,
Rakdos,Huge,Fiend,
rakdos Lampooner,Medium,Humanoid,
Rakdos Performer,Medium,Humanoid,
Rakshasa,Medium,Fiend,"planar, urban"
