Name,Size,Type,Environment
Troll Boar,Large,Monstrosity,
"Troll, gutter",M,Giant,"swamp, urban"
"Troll, Lake",Large,Giant,aquatic
"Troll, rattleback",L,Giant,badlands
"Troll, tumor",L,Giant,urban
Trollkin fire shaman,M,Humanoid,"badlands, desert"
Trollkin Grunt,Medium,Humanoid,
Trollkin ironmonger,M,Humanoid,"badlands, desert"
Trollkin ragecaster,M,Humanoid,"any, arctic"
Trollkin Raider,Medium,Humanoid,
Trollkin Reaver,Medium,Humanoid,
Trollkin Shaman,Medium,Humanoid,
"trollkin, reaver",Medium,Humanoid,
Trollking Grunt,Medium,Humanoid,
Trostani,Large,Fey,
Truant devourer,M,Undead,planar
Truesong Dancer,Medium,Humanoid,
Truesong Dirge,Medium,Humanoid,
Tsuchigumo,Large,Monstrosity,
Tsucora quori,Medium,Aberration,
Tuberkith,S,Plant,farmland
Tulpa,Medium,Undead,
Tunnel Prawn,Small,Beast,underground
Tunnel Worm,Huge,Monstrosity,underground
Tuskaloth,Gargantuan,Beast,
Tusked Crimson Ogre,Large,Giant,
Tusked Skyfish,Large,Aberration,"hills,plains"
Tveirherjar,Medium,Undead,
Twig Blight,Small,Plant,"forest, grassland, swamp"
Two-Headed Eagle,Huge,Monstrosity,
Two-headed Troll,Large,Giant,"mountain, underground"
Tyrannosaurus Rex,Huge,Beast,grassland
Tyrannosaurus Rex (A5E),Huge,Beast,"Grassland, Jungle, Mountains, Swamp"
Tzepharion,Large,Fiend,
Udaak,Gargantuan,Fiend,
"Ulamog, the Ceaseless Hunger",Gargantuan,Aberration,
Ulitharid,Large,Aberration,underground
Ulnorya,Large,Aberration,
Ultraloth,Medium,Fiend,"dungeon, planar"
Umber Hulk,Large,Monstrosity,"cave, underground"
Umbral shambler,M,Aberration,planar
Umbral Vampire,Medium,Fiend,
Umibozu,Gargantuan,Undead,aquatic
Undead Pheonix,Huge,Undead,
Undead Phoenix,Huge,Undead,
Undercity Medusa,Medium,Monstrosity,
Underworld sentinel,H,Undead,"underground, urban"
Undine,Medium,Fey,
undrying councilor,Medium,Undead,
undying soldier,Medium,Undead,
Unhatched,Small,Undead,
Unicorn,Large,Celestial,"forest, ruins"
Unicorn (A5E),Large,Celestial,"Feywild, Forest, Jungle"
Ur-Otyugh (A5E),Large,Aberration,"Caverns, Laboratory, Ruin, Sewer, Swamp"
Uraeus,Tiny,Celestial,"ruins,underground"
Uridimmu,Large,Celestial,
Urochar (Strangling watcher),Huge,Aberration,"ruins,underground"
Ursa Polaris,Large,Monstrosity,
Urushi constrictor,L,Monstrosity,forest
Ushabti,Large,Construct,"ruins,underground"
Uthgardt Shaman,Medium,Humanoid,
Vaettir,Medium,Undead,
Vættir,Medium,Undead,
Valenar Hawk,Tiny,Fey,
Valenar Hound,Medium,Fey,
Valenar Steed,Large,Fey,
Valkruung,Tiny,Monstrosity,
Valkyrie,Medium,Celestial,planar
Vallowex,Large,Aberration,
Vampire (A5E),Medium,Undead,"Forest, Hills, Mountains, Ruin, Settlement, Shadowfell, Tomb"
Vampire Assassin (A5E),Medium,Undead,"Forest, Hills, Mountains, Ruin, Settlement, Shadowfell, Tomb"
Vampire Mage (A5E),Medium,Undead,"Forest, Hills, Mountains, Ruin, Settlement, Shadowfell, Tomb"
Vampire Patrician,Medium,Undead,
Vampire Priestess,Medium,Undead,
Vampire Rose,Small,Plant,
Vampire Spawn,Medium,Undead,"dungeon, ruins, urban"
Vampire Spawn (A5E),Medium,Undead,"Forest, Hills, Mountains, Ruin, Settlement, Shadowfell, Tomb"
Vampire Spellcaster,Medium,Undead,"dungeon, ruins, urban"
Vampire Warlock,Medium,Undead,
Vampire Warlock - Variant,Medium,Undead,
Vampire Warrior,Medium,Undead,"dungeon, ruins, urban"
Vampire Warrior (A5E),Medium,Undead,"Forest, Hills, Mountains, Ruin, Settlement, Shadowfell, Tomb"
"Vampire, Jiang-Shi",Medium,Undead,
"Vampire, Patrician",Medium,Undead,
"Vampire, Priestess",Medium,Undead,
"Vampire, Psychic",Medium,Undead,
"Vampire, Thrall",medium,Humanoid,
"Vampire, Umbral",Medium,Fiend,
Vampiric Ixitxachitl,Medium,Aberration,
Vampiric Knight,Medium,Undead,
Vampiric Mist,Medium,Undead,
Vampiric vanguard,M,Undead,any
Vanara,Medium,Humanoid,
Vangslagh,Medium,Aberration,
Vangsluagh,Medium,Aberration,
Vanifer,Medium,Humanoid,
Vanifer (in lair),Medium,Humanoid,
Vapor Lynx,Large,Monstrosity,"marshes,plains"
Vargouille,Tiny,Fiend,"desert, swamp, underground"
Vegepygmy,Small,Plant,"forest, swamp"
Vegepygmy Chief,Medium,Plant,underground
Vegepygmy Commoner and Worker,Small,Plant,underground
Vegepygmy Guard,Small,Plant,underground
Vellso,Medium,Fiend,
Venom Elemental,Large,Elemental,
Venom Maw Hydra,Huge,Monstrosity,
Venomous Mummy,Medium,Undead,
Vent Linnorm,Gargantuan,Dragon,
Verdalin,Small,Fey,
Veritigibbet,S,Fey,"farmland, forest, urban"
Vesiculosa,Gargantuan,Plant,"badlands,desert"
Veteran,Medium,Humanoid,urban
Veteran (A5E),Medium,Humanoid,"Desert, Forest, Grassland, Hills, Mountains, Settlement"
Veteran Swordbreaker Skeleton,Medium,Undead,
Vex'ahlia,Medium,Humanoid (half-elf),
Vexxeh,Huge,Fiend,
Viiret,Large,Plant,
Vila,Medium,Fey,
Vile barber,Small,Fey,
Vile Barber (Siabhra),Small,Fey,
Vine Drake,Medium,Dragon,
Vine Golem,Medium,Construct,
Vine Lord,Medium,Plant,forests
Vine Lord's Tendril Puppet,Medium,Plant,
Vine Troll Skeleton,Large,Plant,
Vines of Nemthyr,Large,Plant,
Violent Fungus (A5E),Medium,Plant,"swamps, forests, caves"
Violet Fungus,Medium,Plant,"cave, dungeon, underground"
Violet Fungus (A5E),Medium,Plant,"Caverns, Forest, Swamp"
Virtuoso Lich,Medium,Undead,
Virulent Sliver,Large,Monstrosity,
Vladimir Horngaard,Medium,Undead,
Vodyanoy,Medium,Monstrosity,
Void constructor,M,Construct,"farmland, forest, planar"
Void Cultist,Medium,Humanoid,
Void Dragon Wyrmling,Medium,Dragon,
Void Giant,huge,Giant,
Void knight,M,Construct,"any, planar"
Void Speaker,Medium,Humanoid,
Void Wyrmling Dragon,Medium,Dragon,mountains
Voidling,Large,Aberration,
Voidpool,Large,Ooze,
Voidwracked Mage,Medium,Humanoid,
Volt (Bolt Wurm),Small,Aberration,underground
Vorin,Huge,Monstrosity,swamp
Vorthropod,M,Monstrosity,mountains
Vos'skyriss Serpentfolk,Large,Monstrosity,
Vos'skyriss Serpentfolk Ghost,Large,Undead,
Vrock,Large,Fiend,"dungeon, planar"
Vrock (A5E),Large,Fiend,Abyss
Vulchling,Medium,Monstrosity,underground
Vulture,Medium,Beast,"desert, grassland, ruins"
Vulture (A5E),Medium,Beast,Desert
Wakwak,L,Beast,"coastal, forest"
Walking Statue (A5E),Large,Construct,"Laboratory, Ruin"
Walled Horror,Large,Undead,
Wallflower (A5E),Medium,Plant,"Feywild, Forest"
Wampus Cat,Medium,Monstrosity,"forests,hills"
Wandering haze,G,Ooze,mountains
Wanyudo,Large,Fiend,
War Chaplain,Medium,Humanoid,
War Machine Golem,Gargantuan,Construct,
War Ostrich,Large,Beast,"desert,plains"
War Priest,Medium,Humanoid,"desert, urban"
War Titan,Huge,Fiend,
War Wyvern,Large,Dragon,
Warden Naga,Large,Monstrosity,
Wardu,Medium,Aberration,
warforged colossus,Gargantuan,Construct,
Warforged Soldier,Medium,Humanoid,
warforged titan,Huge,Construct,
Warhordling Orc Eye (A5E),Medium,Humanoid,"Caverns, Desert, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Swamp"
Warhordling Orc War Chief (A5E),Medium,Humanoid,"Desert, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Swamp"
Warhorse,Large,Beast,"grassland, urban"
Warhorse (A5E),Large,Beast,Settlement
Warlock of the Archfey,Medium,Humanoid,"arctic, forest, mountain, swamp, urban"
Warlock Of The Genie Lord,M,Humanoid,"any, desert, urban"
Warlock of the Great Old One,Medium,Humanoid,"arctic, grassland, mountain, underground, urban"
Warlock's Trumpet,Large,Plant,
Warlock's Trumpetbloom,Large,Plant,
Warlord,Medium,Humanoid,urban
Warlord's Ghost Banshee Variant (A5E),Medium,Undead,
Warlord&#039,s Ghost (A5E),Medium,Undead
Warmth Theif,Tiny,Fey,
Warmth Thief,Tiny,Fey,
Warrior,Medium,Construct,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Swamp, Tundra"
Warrior Band (A5E),Large,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Swamp, Tundra"
Wasteland Dragon Wyrmling,Medium,Dragon,
Water Buffalo,Large,Beast,
Water Elemental,Large,Elemental,"aquatic, arctic, cave, coast, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground"
Water Elemental (A5E),Large,Elemental,"Laboratory, Plane of Water, Water"
Water Elemental Myrmidon,Medium,Elemental,"aquatic, arctic, cave, coast, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground"
Water Horse,Medium,Fey,
Water Leaper,Large,Monstrosity,aquatic
Water Weird,Large,Elemental,"cave, coast, forest, mountain, planar, swamp, underground"
Waterkledde,L,Fiend,"coastal, farmland"
Weasel,Tiny,Beast,grassland
Weasel (A5E),Tiny,Beast,Forest
"Weasel, Wind",Medium,Fey,
Weaving Spider,Tiny,Construct,
Web Zombie,Medium,Undead,
Weeping Treant,Huge,Plant,forests
Weirding Scroll,Tiny,Construct,
Wendigo,Tiny,Monstrosity,
Were-mist,Large,Aberration,
Werebat,Medium,Humanoid,
Werebear (A5E),Medium,Humanoid,"Feywild, Forest, Hills, Mountains, Settlement, Shadowfell, Tundra"
Wereboar,Medium,Humanoid,"forest, grassland, swamp, urban"
Wereboar (A5E),Medium,Humanoid,"Feywild, Forest, Hills, Settlement, Shadowfell"
Weredactyl,Medium,Humanoid,
Werehyena,Medium,Humanoid,
Wereowl,Medium,Humanoid,
Wererat,Medium,Humanoid,"cave, dungeon, ruins, swamp, underground, urban"
Wererat (A5E),Medium,Humanoid,"Caverns, Feywild, Forest, Ruin, Settlement, Sewer, Shadowfell"
Wereraven,Medium,Humanoid,
Wereshark,Large,Humanoid,
Weretiger,Medium,Humanoid,"forest, urban"
Werewolf,Medium,Humanoid,"dungeon, forest, grassland, urban"
Werewolf Alpha,Medium,Humanoid,
Werynax,Large,Monstrosity,
Wharfling,Tiny,Beast,aquatic
Wharfling Swarm,Large Swarm,Beast,aquatic
Whisperer in Darkness,Medium,Aberration,
White Ape,Large,Monstrosity,forests
White Dracolisk,Large,Dragon,
White Dragon Spellcaster (A5E),Huge,Dragon,snow
White Dragon Wyrmling (A5E),Medium,Dragon,snow
White Great Wyrm (A5E),Gargantuan,Dragon,snow
White Great Wyrm Spellcaster (A5E),Gargantuan,Dragon,snow
White Maw,Gargantuan,Ooze,
White Stag,Large,Celestial,
Wicked Skull,Tiny,Monstrosity,
Wickerman,Huge,Construct,
Widow Creeper,Large,Plant,forest
Wiggan Nettlebee,Medium,Elemental,
Wight,Medium,Undead,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Wight Walker,Medium,Undead,
Wild sirocco,L,Elemental,"desert, planar"
Wilderness crone,M,Fey,"arctic, forest, mountains"
Will-o'-Wisp,Tiny,Undead,swamp
Willowhaunt,Huge,Undead,
Wind Acolyte,M,Humanoid,any
Wind Demon,Small,Fiend,
Wind Drake,Medium,Dragon,mountain
Wind Eater,Medium,Undead,
Wind Weasel,Medium,Fey,
Wind Wyrmling Dragon,Medium,Dragon,"hills,mountains,plains"
Wind's Harp,Medium,Fiend,
Windharrow,Medium,Humanoid,
Windy Wailer,Large,Undead,
Winged Ape,Medium,Monstrosity,
Winged Sliver,Large,Monstrosity,
Winged Thrull,Small,Construct,
Winter Sprite,Tiny,Fey,
Winter Wolf,Large,Monstrosity,"arctic, cave, forest, grassland"
Winterghast,Medium,Undead,
Wintergrim,Small,Fey,
Wirbeln Fungi,Small,Plant,
Witch Doctor,Medium,Humanoid,"cave, forest, swamp, mountain"
Witch Queen,Small,Humanoid,
Witchalder,M,Plant,forest
Witchlight,Tiny,Construct,
Witherstench,Small,Monstrosity,
Wizard Kobold,Small,Humanoid,
Woe Siphon,Medium,Fey,
Wolf,Medium,Beast,"arctic, cave, forest, grassland"
Wolf Reaver Dwarf,Medium,Humanoid,
Wolf Spirit Swarm,Large,Undead,
Wolfwere,Medium,Monstrosity,"grassland, underground"
Wolpertinger,Tiny,Monstrosity,
Wood Blight,Medium,Plant,"forest, grassland, swamp"
Wood Golem,Medium,Construct,
Wood Ward,Medium,Construct,
Wood Woad,Medium,Plant,forest
Wooden Golem,Medium,Construct,
Woodwose,Medium,Humanoid,
Woodwraith,Medium,Undead,"forest, swamp"
Worker,Small,Construct,
Wormhearted Suffragan,Medium,Undead,
Wrackwraith,M,Undead,coastal
Wraith,Medium,Undead,"dungeon, ruins, swamp, urban"
Wraith bear,Large,Undead,
"Wraith, oathrot",M,Undead,any
Wraithroot Tree,Huge,Plant,
Wurm,Huge,Monstrosity,
Wyrmling Flame Dragon,Medium,Dragon,mountains
Wyrmling Wind Dragon,Medium,Dragon,
Wyvern,Large,Dragon,"arctic, coast, grassland"
Wyvern Knight,Medium,Humanoid,
"Wyvern, War",Large,Dragon,
Xanka,Small,Construct,
Xecha,M,Fiend,planar
Xenabsorber,Medium,Aberration,
Xhkarsh,Large,Aberration,
Xing Tian,Huge,Giant,
Xiphus,Small,Fey,
Xorn,Medium,Elemental,"dungeon, planar, underground"
Xvart Speaker,Small,Humanoid,"grassland, underground"
Xvart Warlock of Raxivort,Small,Humanoid,"grassland, underground"
Yaga Goo,Small,Ooze,
Yakfolk Priest,Large,Monstrosity,
Yakfolk Warrior,Large,Monstrosity,
Yakirian,Medium,Humanoid,
Yali,M,Construct,"forest, urban"
Yamata-no-Orochi,Gargantuan,Dragon (Titan),"aquatic, coastal"
Yan-C-Bin,Huge,Elemental,
Yann-An-Oed,Huge,Aberration,
Yaojing,Medium,Celestial,
Yathon,Large,Humanoid,
Yavalnoi,Large,Aberration,
Yeenoghu,Huge,Fiend,
Yek,Small,Fiend,
Yellow Musk Zombie,Medium,Plant,"forest, underground"
Yestabrod,Large,Monstrosity,
Yeti,Large,Monstrosity,"arctic, cave, mountain"
"Yga-Ygo, The Dweller in Dreams",Huge,Aberration,
Yochlol,Medium,Fiend,"dungeon, planar"
Young Aboleth,Large,Aberration,"aquatic, coast"
Young Amethyst Dragon (A5E),Huge,Dragon,
Young Amethyst Dragon Spellcaster (A5E),Huge,Dragon,
Young Black Dragon,Large,Dragon,swamp
Young Black Dragon (A5E),Large,Dragon,"swamps, ruins"
Young Black Dragon Spellcaster (A5E),Large,Dragon,"swamps, ruins"
Young Blue Dragon,Large,Dragon,desert
Young Blue Dragon (A5E),Large,Dragon,"caves, coastal, desert, oasis"
Young Blue Dragon Spellcaster (A5E),Large,Dragon,"caves, coastal, desert, oasis"
Young Blue Dragon Zombie,Large,Undead,
Young Boreal Dragon,Large,Dragon,
Young Brass Dragon (A5E),Large,Dragon,caves
Young Brass Dragon Spellcaster (A5E),Large,Dragon,caves
Young Bronze Dragon,Large,Dragon,coast
Young Bronze Dragon (A5E),Large,Dragon,"caves, aquatic, coastal"
Young Bronze Dragon Spellcaster (A5E),Large,Dragon,"caves, aquatic, coastal"
Young Cave Dragon,Large,Dragon,"ruins,underground"
Young Copper Dragon,Large,Dragon,"cave, desert, grassland"
Young Copper Dragon (A5E),Large,Dragon,mountains
Young Copper Dragon Spellcaster (A5E),Large,Dragon,mountains
Young Earth Dragon (A5E),Large,Dragon,"mountains, hills, deserts"
Young Earth Dragon Spellcaster (A5E),Large,Dragon,"mountains, hills, deserts"
Young Emerald Dragon (A5E),Large,Dragon,
Young Emerald Dragon Spellcaster (A5E),Large,Dragon,
Young Flame Dragon,Large,Dragon,mountains
Young Gold Dragon,Large,Dragon,"mountain, ruins"
Young Gold Dragon (A5E),,Dragon,ruins
Young Gold Dragon Spellcaster (A5E),,Dragon,ruins
Young Green Dragon,Large,Dragon,forest
Young Green Dragon (A5E),Large,Dragon,forests
Young Green Dragon Spellcaster (A5E),Large,Dragon,forests
Young Imperial Dragon,Large,Dragon,
Young Leucrotta,Medium,Monstrosity,forest
Young Light Dragon,Large,Dragon,
Young Magma Landshark,Large,Elemental,
Young Mithral Dragon,Medium,Dragon,mountains
Young Red Dragon,Large,Dragon,mountain
Young Red Dragon (A5E),Large,Dragon,"volcano, mountains"
Young Red Dragon Spellcaster (A5E),Large,Dragon,"volcano, mountains"
Young Red Shadow Dragon,Large,Dragon,planar
Young Remorhaz,Large,Monstrosity,"arctic, cave"
Young River Dragon (A5E),Large,Dragon,rivers
Young River Dragon Spellcaster (A5E),Large,Dragon,rivers
Young Sapphire Dragon (A5E),Large,Dragon,
Young Sapphire Dragon Spellcaster (A5E),Large,Dragon,
Young Sea Dragon,Large,Dragon,"aquatic,mountains"
Young Shadow Dragon (A5E),Large,Dragon,"swamps, ruins"
Young Silver Dragon,Large,Dragon,"arctic, mountain"
Young Silver Dragon (A5E),Large,Dragon,"caves, mountains"
Young Spinosaurus,Huge,Beast,
Young Void Dragon,Large,Dragon,mountains
Young Wasteland Dragon,Large,Dragon,
Young White Dragon,Large,Dragon,"arctic, cave, underground"
Young White Dragon (A5E),Large,Dragon,snow
Young White Dragon Spellcaster (A5E),Large,Dragon,snow
Young Wind Dragon,Large,Dragon,"mountains,plains"
Yowler,Tiny,Undead,
Yuan-ti Abomination,Large,Monstrosity,"desert, forest, mountain, ruins, swamp"
Yuan-ti Anathema,Huge,Monstrosity,"desert, forest, underground"
Yuan-ti Broodguard,Medium,Humanoid,"desert, forest, underground"
Yuan-ti Malison,Medium,Monstrosity,"desert, forest, mountain, ruins, swamp"
Yuan-ti Mind Whisperer,Medium,Monstrosity,"desert, forest, underground"
Yuan-ti Pit Master,Medium,Monstrosity,"desert, forest, underground"
Yuki-onna,Medium,Undead,
Yumerai,Medium,Fey,
Yurei,Medium,Undead,
Yusdrayl,Small,Humanoid,
Zakya Rakshasa,Medium,Fiend,
Zalikum,Huge,Construct,
Zanskaran Viper,Large,Beast,
Zaratan,Gargantuan,Monstrosity,aquatic
Zegana,Medium,Humanoid,
Zeitgeist,Medium,Humanoid,
Zilaq,T,Dragon,"any, urban"
Zimwi,Medium,Giant,
Ziphius,Gargantuan,Aberration,
Zmey,Huge,Dragon,forests
Zmey Headling,Medium,Dragon,"forests,marshes"
Zoblin Boss,Small,Undead,"aquatic, arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Zombie,Medium,Undead,"aquatic, arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Zombie Raven,Tiny,Undead,
Zombie Warrior,Small,Undead,"aquatic, arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
"Zombie, Blood",Medium,Undead,
"Zombie, Cavefish",Medium,Undead,
"Zombie, Dragon (Template)",Large,Undead,
"Zombie, lord",Medium,Undead,
"Zombie, Mold",Medium,Undead,
"Zombie, smokeplume",L,Undead,"farmland, urban"
"Zombie, voidclaw",S,Undead,"any, farmland, urban"
Zoog,Tiny,Aberration,
Zoryas,Medium,Celestial,
Zouyu,Huge,Monstrosity,
Zuggtmoy,Large,Fiend,
